sentence,model,query_mode,prompt_style,shot,correct,condition,,,
The antique ring was displayed under glass at the museum.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The antique ring was displayed under glass at the museum.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The antique ring was displayed under glass at the museum.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The antique ring was displayed under glass at the museum.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
He noticed the ring only after the light caught the stone.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
He noticed the ring only after the light caught the stone.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
He noticed the ring only after the light caught the stone.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
He noticed the ring only after the light caught the stone.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The ring had been passed down through several generations.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The ring had been passed down through several generations.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The ring had been passed down through several generations.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The ring had been passed down through several generations.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
A sudden ring echoed through the quiet hallway.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
A sudden ring echoed through the quiet hallway.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
A sudden ring echoed through the quiet hallway.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
A sudden ring echoed through the quiet hallway.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
She paused when she heard a ring coming from the phone.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
She paused when she heard a ring coming from the phone.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
She paused when she heard a ring coming from the phone.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
She paused when she heard a ring coming from the phone.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The sharp ring cut through the noise of the crowd.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The sharp ring cut through the noise of the crowd.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The sharp ring cut through the noise of the crowd.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The sharp ring cut through the noise of the crowd.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
Everyone turned at the ring that signaled the end of class.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
Everyone turned at the ring that signaled the end of class.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
Everyone turned at the ring that signaled the end of class.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
Everyone turned at the ring that signaled the end of class.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
A ring of stones surrounded the fire pit.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
A ring of stones surrounded the fire pit.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
A ring of stones surrounded the fire pit.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
A ring of stones surrounded the fire pit.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The trees formed a ring around the clearing.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The trees formed a ring around the clearing.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The trees formed a ring around the clearing.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The trees formed a ring around the clearing.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
A dark ring appeared around the stain after it dried.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
A dark ring appeared around the stain after it dried.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
A dark ring appeared around the stain after it dried.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
A dark ring appeared around the stain after it dried.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The planet was encircled by a faint ring of dust.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The planet was encircled by a faint ring of dust.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The planet was encircled by a faint ring of dust.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The planet was encircled by a faint ring of dust.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
He straightened his tie before walking into the interview.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
He straightened his tie before walking into the interview.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
He straightened his tie before walking into the interview.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
He straightened his tie before walking into the interview.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The silk tie matched the jacket better than the previous one.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The silk tie matched the jacket better than the previous one.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The silk tie matched the jacket better than the previous one.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The silk tie matched the jacket better than the previous one.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
She bought a new tie as a gift for her father.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
She bought a new tie as a gift for her father.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
She bought a new tie as a gift for her father.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
She bought a new tie as a gift for her father.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
His tie was loosened after the long ceremony ended.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
His tie was loosened after the long ceremony ended.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
His tie was loosened after the long ceremony ended.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
His tie was loosened after the long ceremony ended.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The game ended in a tie after overtime.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The game ended in a tie after overtime.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The game ended in a tie after overtime.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The game ended in a tie after overtime.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
Both candidates finished the election in a tie.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
Both candidates finished the election in a tie.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
Both candidates finished the election in a tie.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
Both candidates finished the election in a tie.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The final score resulted in a tie between the teams.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The final score resulted in a tie between the teams.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The final score resulted in a tie between the teams.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The final score resulted in a tie between the teams.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
"After hours of debate, the vote produced a tie.",gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
"After hours of debate, the vote produced a tie.",gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
"After hours of debate, the vote produced a tie.",gpt,manual,direct,few,TRUE,manual_direct_few,,,
"After hours of debate, the vote produced a tie.",gpt,manual,cot,few,TRUE,manual_cot_few,,,
She used a rope to tie the boxes together.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
She used a rope to tie the boxes together.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
She used a rope to tie the boxes together.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
She used a rope to tie the boxes together.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
He learned how to tie the knot securely.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
He learned how to tie the knot securely.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
He learned how to tie the knot securely.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
He learned how to tie the knot securely.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
They worked together to tie the fence posts in place.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
They worked together to tie the fence posts in place.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
They worked together to tie the fence posts in place.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
They worked together to tie the fence posts in place.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The instructions explained how to tie the cables safely.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The instructions explained how to tie the cables safely.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The instructions explained how to tie the cables safely.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The instructions explained how to tie the cables safely.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
He used a file to smooth the sharp edge of the metal.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
He used a file to smooth the sharp edge of the metal.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
He used a file to smooth the sharp edge of the metal.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
He used a file to smooth the sharp edge of the metal.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The mechanic reached for a file to remove the burrs.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The mechanic reached for a file to remove the burrs.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The mechanic reached for a file to remove the burrs.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The mechanic reached for a file to remove the burrs.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
She ran the file across the surface until it was smooth.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
She ran the file across the surface until it was smooth.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
She ran the file across the surface until it was smooth.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
She ran the file across the surface until it was smooth.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
She decided to file a complaint with the city office.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
She decided to file a complaint with the city office.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
She decided to file a complaint with the city office.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
She decided to file a complaint with the city office.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
They will file the paperwork before the deadline.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
They will file the paperwork before the deadline.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
They will file the paperwork before the deadline.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
They will file the paperwork before the deadline.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
He plans to file his tax return tomorrow.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
He plans to file his tax return tomorrow.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
He plans to file his tax return tomorrow.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
He plans to file his tax return tomorrow.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
She opened the file on her computer to review the report.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
She opened the file on her computer to review the report.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
She opened the file on her computer to review the report.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
She opened the file on her computer to review the report.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The lawyer pulled the case file from the cabinet.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The lawyer pulled the case file from the cabinet.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The lawyer pulled the case file from the cabinet.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The lawyer pulled the case file from the cabinet.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
Each employee has a file stored in the archive room.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
Each employee has a file stored in the archive room.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
Each employee has a file stored in the archive room.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
Each employee has a file stored in the archive room.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
